geneID,COG_category,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,Description,Function/Purpose,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS02480,S,931.8326946,241.7529886,1966.952254,2.698848578,3.037319379,0.775396729,3.917116575,8.96E-05,0.000440078,"2AY0M@1|root,31Q26@2|Bacteria,2IMBI@201174|Actinobacteria,4F5JH@85017|Promicromonosporaceae",Short C-terminal domain,,-,-,-,-,-,-,-,-,-,-,-,-,"PLDc_N,SHOCT"
J2S48_RS18635,-,589.0181512,372.1852038,914.2675723,1.22051594,1.294036019,0.330708552,3.91291973,9.12E-05,0.000446515,"28PR0@1|root,2ZCCY@2|Bacteria,2GNNZ@201174|Actinobacteria,4F3A9@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS08315,,8728.589064,5064.079351,14225.35363,1.392173573,1.489014893,0.380918617,3.909010552,9.27E-05,0.000453151,,,,,,,,,,,,,,,,
J2S48_RS10545,M,2885.066178,1818.981051,4484.193869,1.225219738,1.302156477,0.334997291,3.88706569,0.000101463,0.000491263,"COG1376@1|root,COG3409@1|root,COG1376@2|Bacteria,COG3409@2|Bacteria,2GXGF@201174|Actinobacteria,4F3VN@85017|Promicromonosporaceae",Putative peptidoglycan binding domain,,-,-,-,-,-,-,-,-,-,-,-,-,"PG_binding_1,YkuD"
J2S48_RS20835,L,1668.353378,1022.843488,2636.618212,1.277184684,1.361580709,0.351281266,3.876041346,0.00010617,0.000511804,"COG1381@1|root,COG1381@2|Bacteria,2GK81@201174|Actinobacteria,4F3XI@85017|Promicromonosporaceae",Involved in DNA repair and RecF pathway recombination,,recO,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944",-,ko:K03584,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"RecO_C,RecO_N"
J2S48_RS10300,,435.0987893,222.3848129,754.1697538,1.612593353,1.749699075,0.451609984,3.874358709,0.000106906,0.000514626,,,,,,,,,,,,,,,,
J2S48_RS11325,G,56.06421456,6.936263229,129.7561416,3.86919083,4.504897564,1.164559817,3.868326467,0.000109585,0.000525299,"COG1175@1|root,COG1175@2|Bacteria,2GMTW@201174|Actinobacteria",PFAM binding-protein-dependent transport systems inner membrane component,,-,-,-,ko:K02025,-,M00207,-,-,"ko00000,ko00002,ko02000",3.A.1.1,-,-,BPD_transp_1
J2S48_RS14390,,336.2420183,181.079155,568.9863133,1.522164554,1.645092023,0.42551068,3.866159179,0.000110563,0.000529244,,,,,,,,,,,,,,,,
J2S48_RS04880,S,295.0320089,73.18601947,627.8009929,2.780883789,3.154464255,0.818378009,3.854532038,0.000115951,0.00055426,"2BMTT@1|root,32GDB@2|Bacteria,2I0S3@201174|Actinobacteria,4F5SC@85017|Promicromonosporaceae",Domain of unknown function (DUF4328),,-,-,-,-,-,-,-,-,-,-,-,-,DUF4328
J2S48_RS11890,-,552.2399596,231.3843399,1033.523389,1.946271403,2.148446307,0.557824016,3.851476892,0.000117408,0.000558873,"2DNRF@1|root,32YSD@2|Bacteria,2IAJC@201174|Actinobacteria,4F5XF@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS05400,K,3229.223669,1901.744806,5220.441964,1.361539985,1.45999752,0.379669007,3.845448255,0.000120332,0.000571997,"COG1846@1|root,COG1846@2|Bacteria,2INK0@201174|Actinobacteria",helix_turn_helix multiple antibiotic resistance protein,,-,-,-,-,-,-,-,-,-,-,-,-,"MarR,MarR_2"
J2S48_RS08350,K,3531.993821,1962.663711,5885.988987,1.470559431,1.586454306,0.41261101,3.844915109,0.000120594,0.000572445,"COG1396@1|root,COG3800@1|root,COG1396@2|Bacteria,COG3800@2|Bacteria,2GMWU@201174|Actinobacteria,4F3TP@85017|Promicromonosporaceae",Helix-turn-helix XRE-family like proteins,,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_3,HTH_31,Peptidase_M78"
J2S48_RS17890,K,23804.28899,15978.50066,35542.97149,1.091810439,1.153087189,0.299992973,3.843713998,0.000121186,0.000574456,"COG0745@1|root,COG0745@2|Bacteria,2GP1I@201174|Actinobacteria,4F3AP@85017|Promicromonosporaceae","Transcriptional regulatory protein, C terminal",,vicR,-,-,-,-,-,-,-,-,-,-,-,"Response_reg,Trans_reg_C"
J2S48_RS01965,G,1705.443475,1091.874935,2625.796285,1.196471027,1.270239808,0.330651046,3.84163251,0.000122219,0.000578547,"COG3693@1|root,COG3693@2|Bacteria,2I8RT@201174|Actinobacteria,4F3CJ@85017|Promicromonosporaceae",Glycosyl hydrolase family 10,,-,-,-,-,-,-,-,-,-,-,-,-,Glyco_hydro_10
J2S48_RS04560,S,4173.607464,2612.550544,6515.192845,1.23721344,1.316857234,0.344205623,3.825786524,0.000130355,0.000615397,"COG2047@1|root,COG2047@2|Bacteria,2GK8I@201174|Actinobacteria,4F3MC@85017|Promicromonosporaceae",PAC2 family,,-,-,-,-,-,-,-,-,-,-,-,-,PAC2
J2S48_RS08875,Q,110.5257049,12.37400052,257.7532615,3.767259046,4.335516485,1.133377363,3.825307111,0.000130609,0.000615397,"COG1335@1|root,COG1335@2|Bacteria,2I77A@201174|Actinobacteria",isochorismatase hydrolase,,-,-,-,-,-,-,-,-,-,-,-,-,Isochorismatase
J2S48_RS01840,K,433.3749468,205.5629146,775.0929951,1.745298272,1.914686243,0.501276999,3.819617193,0.000133659,0.000628344,"COG1309@1|root,COG1309@2|Bacteria,2GKE2@201174|Actinobacteria",transcriptional regulator,,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
J2S48_RS12920,S,69.8636381,5.208992333,166.8456068,4.29343102,4.981431084,1.304524701,3.818579349,0.000134222,0.000630125,"COG0730@1|root,COG0730@2|Bacteria,2GJCC@201174|Actinobacteria",membrane transporter protein,,-,-,-,ko:K07090,-,-,-,-,ko00000,-,-,-,TauE
J2S48_RS11535,G,618.5568452,380.3742922,975.8306746,1.267361857,1.352686336,0.354298385,3.817929726,0.000134576,0.000630919,"COG2721@1|root,COG2721@2|Bacteria,2GJC8@201174|Actinobacteria,4F418@85017|Promicromonosporaceae","D-galactarate dehydratase / Altronate hydrolase, C terminus",,-,-,"4.2.1.42,4.2.1.7","ko:K01685,ko:K01708","ko00040,ko00053,ko01100,map00040,map00053,map01100",M00631,"R01540,R05608",RC00543,"ko00000,ko00001,ko00002,ko01000",-,-,-,"GD_AH_C,SAF"
J2S48_RS20610,J,434.2653043,141.8668439,872.8629949,2.320801987,2.599158569,0.682022827,3.810955389,0.000138431,0.000645443,"COG5473@1|root,COG5473@2|Bacteria,2GN5K@201174|Actinobacteria,4F5PR@85017|Promicromonosporaceae",Zn-ribbon protein possibly nucleic acid-binding,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS23985,-,194.4221691,55.84691141,402.2850557,2.515626233,2.840953848,0.747730065,3.799437764,0.000145025,0.000673428,"2EZ26@1|root,33S8M@2|Bacteria,2GNMU@201174|Actinobacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS01050,C,284.6654765,156.4509589,476.9872529,1.481688256,1.603266036,0.422256974,3.796896521,0.000146519,0.0006776,"COG1304@1|root,COG1304@2|Bacteria,2GJA5@201174|Actinobacteria,4F58U@85017|Promicromonosporaceae",FMN-dependent dehydrogenase,,-,-,"1.1.2.3,1.13.12.4","ko:K00101,ko:K00467","ko00620,ko01100,map00620,map01100",-,"R00196,R00319","RC00044,RC01312","ko00000,ko00001,ko01000",-,-,-,FMN_dh
J2S48_RS04690,S,8423.29319,2971.219801,16601.40327,2.221416863,2.483372228,0.654218815,3.795935196,0.000147088,0.000679311,"2ECXX@1|root,326FW@2|Bacteria,2HY44@201174|Actinobacteria,4F50N@85017|Promicromonosporaceae",Family of unknown function (DUF5302),,-,-,-,-,-,-,-,-,-,-,-,-,DUF5302
J2S48_RS05570,D,1449.259186,961.5783866,2180.780386,1.116685955,1.180708234,0.311411905,3.79146788,0.00014976,0.000689783,"COG4942@1|root,COG4942@2|Bacteria,2GW48@201174|Actinobacteria,4FMIJ@85023|Microbacteriaceae",Protein of unknown function (DUF3375),,-,-,-,-,-,-,-,-,-,-,-,-,DUF3375
J2S48_RS02810,-,191.2288463,89.58194521,343.699198,1.762789469,1.93888239,0.514031668,3.771912339,0.000162001,0.000741166,"2DF72@1|root,32U4U@2|Bacteria,2GIV4@201174|Actinobacteria",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS14015,,570.1896516,320.5687298,944.6210344,1.440668474,1.55570461,0.412438077,3.77197135,0.000161963,0.000741166,,,,,,,,,,,,,,,,
J2S48_RS13870,,10900.6501,4066.792197,21151.43695,2.133344482,2.379848061,0.633268547,3.75803926,0.00017125,0.000781385,,,,,,,,,,,,,,,,
J2S48_RS12115,O,15422.53315,6539.435384,28747.1798,1.930786415,2.136022335,0.569910929,3.747993284,0.000178255,0.000810099,"COG0265@1|root,COG0265@2|Bacteria,2GMIN@201174|Actinobacteria,4F375@85017|Promicromonosporaceae",Alpha-lytic protease prodomain,,-,-,-,ko:K18546,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"Pro_Al_protease,Trypsin"
J2S48_RS12990,S,7344.912651,4390.692455,11776.24294,1.32682981,1.424245951,0.380121315,3.746819487,0.000179091,0.000812815,"COG0561@1|root,COG0561@2|Bacteria,2GP42@201174|Actinobacteria,4F49W@85017|Promicromonosporaceae",Sucrose-6F-phosphate phosphohydrolase,,yidA,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_3
J2S48_RS13575,S,1335.807473,830.9145397,2093.146873,1.251484854,1.338150597,0.357459481,3.743502886,0.000181473,0.000822531,"COG3214@1|root,COG3214@2|Bacteria,2GP6G@201174|Actinobacteria,4F57B@85017|Promicromonosporaceae",Winged helix DNA-binding domain,,-,-,-,ko:K09927,-,-,-,-,ko00000,-,-,-,HTH_42
J2S48_RS04330,E,280.4712554,18.73603256,673.0740897,4.439245444,5.195225167,1.389243027,3.739608597,0.000184307,0.000833165,"COG0079@1|root,COG0079@2|Bacteria,2GJ9W@201174|Actinobacteria,4F3AR@85017|Promicromonosporaceae",Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily,,hisC,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",2.6.1.9,ko:K00817,"ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230",M00026,"R00694,R00734,R03243","RC00006,RC00888","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_1_2
J2S48_RS08480,E,11598.4416,6983.790361,18520.41846,1.310275025,1.407734012,0.377428916,3.729799046,0.000191633,0.000863992,"COG2755@1|root,COG2755@2|Bacteria,2IA8J@201174|Actinobacteria,4F41M@85017|Promicromonosporaceae",GDSL-like Lipase/Acylhydrolase family,,-,-,-,-,-,-,-,-,-,-,-,-,Lipase_GDSL_2
J2S48_RS13285,S,711.8647808,355.5694299,1246.307807,1.65976703,1.819730853,0.488506551,3.725089968,0.000195246,0.00087912,"COG1520@1|root,COG1520@2|Bacteria",amino acid activation for nonribosomal peptide biosynthetic process,,-,-,-,-,-,-,-,-,-,-,-,-,"PQQ_2,PQQ_3"
J2S48_RS20350,K,6005.077385,3558.077535,9675.57716,1.340822493,1.444700974,0.390936083,3.695491508,0.000219462,0.00098297,"COG1414@1|root,COG1414@2|Bacteria,2GP0G@201174|Actinobacteria",transcriptional regulator,,ssfR,-,-,-,-,-,-,-,-,-,-,-,"HTH_IclR,IclR"
J2S48_RS13105,,290.4359514,143.1400091,511.3798648,1.663071353,1.827462631,0.495344911,3.689273054,0.000224896,0.001005988,,,,,,,,,,,,,,,,
J2S48_RS13125,L,26355.939,14145.83343,44671.09736,1.522265514,1.658805522,0.450191564,3.684665941,0.000229003,0.001021682,"COG0776@1|root,COG0776@2|Bacteria,2IKQR@201174|Actinobacteria,4F4TM@85017|Promicromonosporaceae",bacterial (prokaryotic) histone like domain,,hup,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141",-,ko:K03530,-,-,-,-,"ko00000,ko03032,ko03036,ko03400",-,-,-,Bac_DNA_binding
J2S48_RS23965,L,814.5314876,322.3855541,1552.750388,2.014815438,2.255936714,0.612718786,3.681846819,0.000231551,0.0010317,"COG0553@1|root,COG0553@2|Bacteria,2GISC@201174|Actinobacteria,4F3VU@85017|Promicromonosporaceae",SNF2 family N-terminal domain,,-,-,-,-,-,-,-,-,-,-,-,-,"HHH_5,Helicase_C,SNF2_N"
J2S48_RS26380,S,1073.921813,233.8965205,2333.959753,2.879551238,3.310838828,0.900075587,3.678400874,0.000234701,0.001044373,"COG0561@1|root,COG0561@2|Bacteria,2GP42@201174|Actinobacteria,4F49W@85017|Promicromonosporaceae",Sucrose-6F-phosphate phosphohydrolase,,yidA,-,-,-,-,-,-,-,-,-,-,-,Hydrolase_3
J2S48_RS24510,S,2410.041132,1417.113863,3899.432035,1.350583466,1.461176133,0.397449859,3.676378541,0.000236568,0.001049945,"COG0491@1|root,COG0491@2|Bacteria,2GJU0@201174|Actinobacteria,4F4G2@85017|Promicromonosporaceae",Metallo-beta-lactamase superfamily,,-,-,3.1.2.6,ko:K01069,"ko00620,map00620",-,R01736,"RC00004,RC00137","ko00000,ko00001,ko01000",-,-,-,Lactamase_B
J2S48_RS14125,EK,4483.208773,3014.923423,6685.636798,1.082203101,1.14831684,0.312415984,3.675602073,0.000237289,0.001051776,"COG1167@1|root,COG1167@2|Bacteria,2GITW@201174|Actinobacteria,4F3CU@85017|Promicromonosporaceae",Aminotransferase class I and II,,avtA,-,-,ko:K05825,"ko00300,ko01100,ko01130,ko01210,map00300,map01100,map01130,map01210",-,R01939,RC00006,"ko00000,ko00001,ko01000",-,-,-,Aminotran_1_2
J2S48_RS00445,-,1618.80218,743.9615412,2931.063138,1.787836161,1.983014292,0.541573472,3.661579441,0.000250665,0.001106753,"2EUQS@1|root,348GS@2|Bacteria,2HY3W@201174|Actinobacteria,4F51A@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS09435,S,2369.31708,1575.169398,3560.538604,1.104870164,1.177864138,0.323585219,3.640043078,0.000272592,0.001195227,"COG4420@1|root,COG4420@2|Bacteria,2GJRV@201174|Actinobacteria,4F4DR@85017|Promicromonosporaceae",Protein of unknown function (DUF1003),,-,-,-,-,-,-,-,-,-,-,-,-,DUF1003
J2S48_RS17225,S,8856.449518,5811.126596,13424.4339,1.134338803,1.20810279,0.331967219,3.639223152,0.000273462,0.001195227,"COG3266@1|root,COG3266@2|Bacteria,2I44K@201174|Actinobacteria,4F4RP@85017|Promicromonosporaceae","domain, Protein",,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS13760,H,851.7266289,550.3467787,1303.796404,1.160068019,1.239587481,0.341502329,3.629806817,0.000283633,0.001236323,"COG2045@1|root,COG2045@2|Bacteria,2II0K@201174|Actinobacteria",Belongs to the ComB family,,-,-,3.1.3.71,ko:K05979,"ko00680,ko01120,map00680,map01120",M00358,R05789,RC00428,"ko00000,ko00001,ko00002,ko01000",-,-,-,2-ph_phosp
J2S48_RS18730,V,1652.590315,1145.191315,2413.688816,1.01827052,1.077058929,0.2968345,3.628482969,0.000285092,0.001241094,"COG1136@1|root,COG1136@2|Bacteria,2GIV7@201174|Actinobacteria,4F3NB@85017|Promicromonosporaceae",ATPases associated with a variety of cellular activities,,-,-,-,-,-,-,-,-,-,-,-,-,ABC_tran
J2S48_RS07915,H,709.7489516,331.3062587,1277.412991,1.759778643,1.955635007,0.540118793,3.620749793,0.00029375,0.001275535,"COG1240@1|root,COG1240@2|Bacteria,2I7AU@201174|Actinobacteria",Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS22040,C,2100.026009,35.31430548,5197.093563,6.027899521,7.216061446,2.002940183,3.602734373,0.000314887,0.001356957,"COG1290@1|root,COG1290@2|Bacteria,2GJ1E@201174|Actinobacteria,4F44P@85017|Promicromonosporaceae",Cytochrome b(N-terminal)/b6/petB,,qcrB,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0040007,GO:0044425,GO:0044459,GO:0044464,GO:0071944",-,ko:K03891,"ko00190,ko01100,map00190,map01100",M00151,-,-,"ko00000,ko00001,ko00002",-,-,-,Cytochrom_B_N_2
J2S48_RS14180,M,2441.686853,1390.09263,4019.078187,1.414088651,1.536171591,0.42673691,3.599809521,0.00031845,0.001370581,"COG0739@1|root,COG0739@2|Bacteria,2I3XJ@201174|Actinobacteria,4F4XJ@85017|Promicromonosporaceae",Peptidase family M23,,-,-,-,-,-,-,-,-,-,-,-,-,Peptidase_M23
J2S48_RS22140,-,2202.010485,1390.510234,3419.26086,1.212540292,1.300929171,0.363122683,3.582616106,0.00034017,0.001456714,"2DQFV@1|root,336KJ@2|Bacteria,2I0MX@201174|Actinobacteria,4F4WP@85017|Promicromonosporaceae",-,,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS15640,S,645.7557391,286.0157948,1185.365656,1.830390009,2.044838121,0.570871671,3.581957603,0.000341029,0.001458562,"COG0599@1|root,COG0599@2|Bacteria,2GITB@201174|Actinobacteria,4F5MZ@85017|Promicromonosporaceae",Carboxymuconolactone decarboxylase family,,-,-,4.1.1.44,ko:K01607,"ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220",-,R03470,RC00938,"ko00000,ko00001,ko01000",-,-,-,CMD
J2S48_RS12150,,1517.144713,954.6387276,2360.90369,1.218943384,1.310710594,0.367202694,3.56944711,0.000357735,0.001526189,,,,,,,,,,,,,,,,
J2S48_RS09095,K,1171.116106,666.0470397,1928.719705,1.413682386,1.539542654,0.432728443,3.557757018,0.000374035,0.001587788,"COG1846@1|root,COG1846@2|Bacteria,2IIT4@201174|Actinobacteria,4ECB6@85010|Pseudonocardiales",MarR family,,-,-,-,-,-,-,-,-,-,-,-,-,"MarR,MarR_2"
J2S48_RS07765,L,2381.860738,1250.208957,4079.338411,1.550164246,1.70966572,0.483338891,3.537198748,0.000404395,0.001710286,"COG0494@1|root,COG0494@2|Bacteria,2II4D@201174|Actinobacteria,4F4QP@85017|Promicromonosporaceae",NUDIX domain,,mutT3,-,3.6.1.55,ko:K03574,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,NUDIX
J2S48_RS05160,K,384.0834827,184.1256947,684.0201648,1.712040699,1.90842251,0.540776391,3.52904184,0.000417067,0.001757346,"COG0789@1|root,COG0789@2|Bacteria,2IQ62@201174|Actinobacteria,4F4YZ@85017|Promicromonosporaceae","helix_turn_helix, mercury resistance",,-,-,-,-,-,-,-,-,-,-,-,-,MerR_1
J2S48_RS23150,S,440.9700229,252.0073452,724.4140393,1.388658681,1.516808854,0.434111254,3.494055589,0.000475742,0.001992279,"COG3358@1|root,COG3631@1|root,COG3358@2|Bacteria,COG3631@2|Bacteria,2IM62@201174|Actinobacteria,4G1CB@85025|Nocardiaceae",Domain of unknown function (DUF4440),,-,-,-,-,-,-,-,-,-,-,-,-,SnoaL_2
J2S48_RS05115,K,587.403151,369.6091919,914.0940898,1.211283766,1.3050145,0.373587867,3.493192943,0.000477282,0.001995419,"COG1309@1|root,COG1309@2|Bacteria,2GMDF@201174|Actinobacteria",Transcriptional regulator,,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
J2S48_RS06935,S,817.7921471,451.5837343,1367.104766,1.44802178,1.587900975,0.455597097,3.485318466,0.000491552,0.002043442,"COG2346@1|root,COG2346@2|Bacteria,2IKPF@201174|Actinobacteria,4F4FZ@85017|Promicromonosporaceae",Bacterial-like globin,,glbO,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008144,GO:0008150,GO:0015669,GO:0015671,GO:0015893,GO:0016020,GO:0019825,GO:0020037,GO:0036094,GO:0042221,GO:0042493,GO:0044464,GO:0046906,GO:0048037,GO:0050896,GO:0051179,GO:0051234,GO:0071944,GO:0097159,GO:1901363",-,ko:K06886,-,-,-,-,ko00000,-,-,-,Bac_globin
J2S48_RS21030,G,1665.837818,768.4234768,3011.95933,1.75987867,1.968659191,0.565809191,3.479369409,0.000502595,0.002084274,"COG3397@1|root,COG3397@2|Bacteria,2GP7X@201174|Actinobacteria,4EHX8@85012|Streptosporangiales","Lytic polysaccharide mono-oxygenase, cellulose-degrading",,-,-,-,ko:K03933,-,-,-,-,ko00000,-,"AA10,CBM73",-,"CBM_2,LPMO_10,fn3"
J2S48_RS16190,CH,1188.851491,468.7845165,2268.951954,2.00040115,2.273263838,0.654394305,3.473844166,0.000513059,0.002125085,"COG0654@1|root,COG0654@2|Bacteria,2GJG5@201174|Actinobacteria,4FQ29@85023|Microbacteriaceae",FAD binding domain,,-,-,-,-,-,-,-,-,-,-,-,-,FAD_binding_3
J2S48_RS15910,L,2039.045942,1386.628641,3017.671894,1.054541518,1.124060004,0.323814372,3.471309805,0.000517926,0.002142645,"COG0353@1|root,COG0353@2|Bacteria,2GJY0@201174|Actinobacteria,4F382@85017|Promicromonosporaceae",May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO,,recR,-,-,ko:K06187,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"HHH,RecR,Toprim_4"
J2S48_RS21505,K,183.0715395,32.3128184,409.2096211,3.14785275,3.75917234,1.084508887,3.466243924,0.000527784,0.002175516,"COG2197@1|root,COG2197@2|Bacteria,2GJ46@201174|Actinobacteria,4F4J2@85017|Promicromonosporaceae","helix_turn_helix, Lux Regulon",,-,-,-,-,-,-,-,-,-,-,-,-,"GerE,Response_reg"
J2S48_RS19185,,107.6320825,24.14889704,232.8568607,2.726212714,3.19179756,0.923569118,3.455937945,0.000548382,0.002257691,,,,,,,,,,,,,,,,
J2S48_RS13220,K,1800.017797,1230.507629,2654.28305,1.044081246,1.112239791,0.322395812,3.449920096,0.000560753,0.002303067,"COG1595@1|root,COG1595@2|Bacteria,2GMRK@201174|Actinobacteria,4F3J1@85017|Promicromonosporaceae",Sigma-70 region 2,,sigG,-,-,ko:K03088,-,-,-,-,"ko00000,ko03021",-,-,-,"NTF2,Sigma70_r2,Sigma70_r4_2,SnoaL_2"
J2S48_RS01165,S,331.7737628,99.57437536,680.072844,2.385923336,2.768404843,0.803355164,3.446053461,0.000568838,0.002330664,"COG0628@1|root,COG0628@2|Bacteria,2GK0H@201174|Actinobacteria,4F3AM@85017|Promicromonosporaceae",AI-2E family transporter,,-,-,-,-,-,-,-,-,-,-,-,-,AI-2E_transport
J2S48_RS19135,C,6012.507437,4179.644054,8761.802512,1.00147164,1.068004558,0.312368645,3.41905173,0.000628398,0.00255324,"COG0473@1|root,COG0473@2|Bacteria,2GK44@201174|Actinobacteria,4F445@85017|Promicromonosporaceae",Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate,,leuB,"GO:0003674,GO:0003824,GO:0003862,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016491,GO:0016614,GO:0016616,GO:0040007,GO:0044424,GO:0044464,GO:0055114",1.1.1.85,ko:K00052,"ko00290,ko00660,ko01100,ko01110,ko01210,ko01230,map00290,map00660,map01100,map01110,map01210,map01230","M00432,M00535","R00994,R04426,R10052","RC00084,RC00417,RC03036","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,Iso_dh
J2S48_RS14580,E,2060.945544,1407.154647,3041.63189,1.044379534,1.115911965,0.326860541,3.414030835,0.000640093,0.002596028,"COG1126@1|root,COG1126@2|Bacteria,2GIZW@201174|Actinobacteria,4F3XK@85017|Promicromonosporaceae","AAA domain, putative AbiEii toxin, Type IV TA system",,glnQ,-,-,ko:K10010,"ko02010,map02010",M00234,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.3.10,3.A.1.3.14",-,-,ABC_tran
J2S48_RS06745,,194.9365498,97.76601998,340.6923446,1.596924978,1.781449456,0.523525334,3.402795125,0.000667003,0.002687698,,,,,,,,,,,,,,,,
J2S48_RS11210,S,1791.615262,1138.779324,2770.86917,1.18930742,1.284831928,0.377559209,3.402994541,0.000666516,0.002687698,"COG2357@1|root,COG2357@2|Bacteria,2GKF8@201174|Actinobacteria,4F3EH@85017|Promicromonosporaceae",Region found in RelA / SpoT proteins,,ywaC,-,2.7.6.5,ko:K07816,"ko00230,map00230",-,R00429,"RC00002,RC00078","ko00000,ko00001,ko01000",-,-,-,RelA_SpoT
J2S48_RS23065,K,234.665028,132.8289963,387.4190754,1.409565216,1.553118263,0.458765983,3.38542595,0.000710679,0.002846886,"COG2197@1|root,COG2197@2|Bacteria,2IC7E@201174|Actinobacteria,4DZCX@85010|Pseudonocardiales","helix_turn_helix, Lux Regulon",,-,-,-,-,-,-,-,-,-,-,-,-,"AAA_16,GerE,Sigma70_r4_2"
J2S48_RS08665,P,1208.067786,720.648792,1939.196276,1.306446218,1.425768857,0.42279073,3.372280317,0.000745485,0.002975838,"COG2897@1|root,COG2897@2|Bacteria,2GIYU@201174|Actinobacteria,4F4A3@85017|Promicromonosporaceae",Rhodanese Homology Domain,,sseA,"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944","2.8.1.1,2.8.1.2",ko:K01011,"ko00270,ko00920,ko01100,ko01120,ko04122,map00270,map00920,map01100,map01120,map04122",-,"R01931,R03105,R03106",RC00214,"ko00000,ko00001,ko01000",-,-,-,Rhodanese
